contact_id,customer_id,contact_date,channel,proposed_product,result,employee_id,note
H001760,C00754,2025-12-16,オンライン面談,ファンドラップ,成約,E038,ファンドラップを提案。前向きな反応。
H001761,C00754,2025-10-05,来店,外国債券,見送り,E038,外国債券を提案。反応は限定的。
H001762,C00755,2026-05-15,オンライン面談,国内債券,検討中,E067,国内債券を提案。前向きな反応。
H001763,C00755,2026-03-26,メール,外貨預金,情報提供のみ,E067,外貨預金を提案。前向きな反応。
H001764,C00755,2025-07-12,電話,外国債券,成約,E067,外国債券を提案。前向きな反応。
H001765,C00757,2025-11-13,電話,国内債券,検討中,E009,国内債券を提案。前向きな反応。
H001766,C00757,2025-07-13,オンライン面談,外国債券,情報提供のみ,E009,外国債券を提案。前向きな反応。
H001767,C00757,2025-05-02,オンライン面談,一時払い保険,検討中,E009,一時払い保険を提案。前向きな反応。
H001768,C00759,2026-06-14,訪問,投資信託,情報提供のみ,E035,投資信託を提案。前向きな反応。
H001769,C00761,2025-11-11,オンライン面談,投資信託,見送り,E034,投資信託を提案。反応は限定的。
H001770,C00761,2024-10-08,訪問,投資信託,検討中,E034,投資信託を提案。前向きな反応。
H001771,C00761,2025-10-19,メール,国内債券,再訪問予定,E034,国内債券を提案。前向きな反応。
H001772,C00763,2026-04-17,電話,一時払い保険,検討中,E032,一時払い保険を提案。前向きな反応。
H001773,C00763,2025-12-23,メール,相続コンサル,成約,E032,相続コンサルを提案。前向きな反応。
H001774,C00763,2026-03-17,来店,投資信託,見送り,E032,投資信託を提案。反応は限定的。
H001775,C00763,2026-01-13,オンライン面談,NISA,検討中,E032,NISAを提案。前向きな反応。
H001776,C00764,2026-06-04,電話,NISA,検討中,E020,NISAを提案。前向きな反応。
H001777,C00764,2025-06-02,訪問,相続コンサル,成約,E020,相続コンサルを提案。前向きな反応。
H001778,C00764,2025-05-22,訪問,NISA,情報提供のみ,E020,NISAを提案。前向きな反応。
H001779,C00765,2026-08-16,メール,外国債券,成約,E060,外国債券を提案。前向きな反応。
H001780,C00765,2026-03-23,訪問,一時払い保険,成約,E060,一時払い保険を提案。前向きな反応。
H001781,C00766,2026-07-06,メール,相続コンサル,検討中,E010,相続コンサルを提案。前向きな反応。
H001782,C00767,2025-07-20,来店,外貨預金,検討中,E026,外貨預金を提案。前向きな反応。
H001783,C00767,2025-02-22,メール,外貨預金,情報提供のみ,E026,外貨預金を提案。前向きな反応。
H001784,C00767,2024-12-05,来店,国内債券,見送り,E026,国内債券を提案。反応は限定的。
H001785,C00767,2024-06-28,訪問,一時払い保険,再訪問予定,E026,一時払い保険を提案。前向きな反応。
H001786,C00768,2024-10-20,来店,国内債券,再訪問予定,E035,国内債券を提案。前向きな反応。
H001787,C00768,2024-02-08,メール,ファンドラップ,再訪問予定,E035,ファンドラップを提案。前向きな反応。
H001788,C00768,2024-04-29,来店,NISA,検討中,E035,NISAを提案。前向きな反応。
H001789,C00769,2025-09-20,メール,国内債券,成約,E069,国内債券を提案。前向きな反応。
H001790,C00769,2024-11-30,電話,国内債券,再訪問予定,E069,国内債券を提案。前向きな反応。
H001791,C00769,2024-10-24,訪問,相続コンサル,見送り,E069,相続コンサルを提案。反応は限定的。
H001792,C00770,2025-09-12,来店,投資信託,成約,E007,投資信託を提案。前向きな反応。
H001793,C00770,2025-05-10,来店,国内債券,検討中,E007,国内債券を提案。前向きな反応。
H001794,C00770,2024-10-27,オンライン面談,相続コンサル,成約,E007,相続コンサルを提案。前向きな反応。
H001795,C00771,2025-12-16,メール,一時払い保険,検討中,E027,一時払い保険を提案。前向きな反応。
H001796,C00771,2025-10-08,電話,一時払い保険,再訪問予定,E027,一時払い保険を提案。前向きな反応。
H001797,C00771,2025-10-14,オンライン面談,NISA,見送り,E027,NISAを提案。反応は限定的。
H001798,C00771,2025-11-10,電話,ファンドラップ,再訪問予定,E027,ファンドラップを提案。前向きな反応。
H001799,C00771,2025-03-27,訪問,NISA,検討中,E027,NISAを提案。前向きな反応。
H001800,C00772,2025-12-19,来店,外貨預金,情報提供のみ,E070,外貨預金を提案。前向きな反応。
H001801,C00772,2025-02-12,訪問,一時払い保険,成約,E070,一時払い保険を提案。前向きな反応。
H001802,C00773,2024-10-07,電話,相続コンサル,情報提供のみ,E012,相続コンサルを提案。前向きな反応。
H001803,C00774,2025-10-30,オンライン面談,外国債券,情報提供のみ,E004,外国債券を提案。前向きな反応。
H001804,C00775,2025-08-25,来店,一時払い保険,成約,E060,一時払い保険を提案。前向きな反応。
H001805,C00775,2025-01-14,訪問,ファンドラップ,検討中,E060,ファンドラップを提案。前向きな反応。
H001806,C00775,2025-05-11,電話,相続コンサル,再訪問予定,E060,相続コンサルを提案。前向きな反応。
H001807,C00775,2024-11-24,訪問,国内債券,検討中,E060,国内債券を提案。前向きな反応。
H001808,C00775,2024-11-15,電話,相続コンサル,検討中,E060,相続コンサルを提案。前向きな反応。
H001809,C00776,2026-07-12,訪問,一時払い保険,情報提供のみ,E052,一時払い保険を提案。前向きな反応。
H001810,C00776,2026-05-02,来店,国内債券,成約,E052,国内債券を提案。前向きな反応。
H001811,C00776,2026-02-22,来店,ファンドラップ,再訪問予定,E052,ファンドラップを提案。前向きな反応。
H001812,C00776,2026-04-20,メール,ファンドラップ,検討中,E052,ファンドラップを提案。前向きな反応。
H001813,C00777,2026-01-02,電話,NISA,成約,E009,NISAを提案。前向きな反応。
H001814,C00777,2025-10-21,メール,外国債券,情報提供のみ,E009,外国債券を提案。前向きな反応。
H001815,C00777,2025-07-25,訪問,一時払い保険,情報提供のみ,E009,一時払い保険を提案。前向きな反応。
H001816,C00778,2025-12-10,訪問,ファンドラップ,検討中,E066,ファンドラップを提案。前向きな反応。
H001817,C00779,2025-10-07,メール,ファンドラップ,検討中,E051,ファンドラップを提案。前向きな反応。
H001818,C00779,2025-02-24,オンライン面談,外貨預金,見送り,E051,外貨預金を提案。反応は限定的。
H001819,C00779,2025-07-18,電話,外貨預金,再訪問予定,E051,外貨預金を提案。前向きな反応。
H001820,C00780,2025-09-05,訪問,国内債券,成約,E036,国内債券を提案。前向きな反応。
H001821,C00780,2025-02-09,電話,NISA,成約,E036,NISAを提案。前向きな反応。
H001822,C00780,2025-02-06,オンライン面談,外国債券,情報提供のみ,E036,外国債券を提案。前向きな反応。
H001823,C00781,2026-03-03,メール,NISA,情報提供のみ,E030,NISAを提案。前向きな反応。
H001824,C00781,2025-12-20,来店,ファンドラップ,再訪問予定,E030,ファンドラップを提案。前向きな反応。
H001825,C00781,2025-02-12,メール,ファンドラップ,再訪問予定,E030,ファンドラップを提案。前向きな反応。
H001826,C00782,2025-10-16,電話,NISA,再訪問予定,E067,NISAを提案。前向きな反応。
H001827,C00783,2026-01-04,オンライン面談,一時払い保険,検討中,E032,一時払い保険を提案。前向きな反応。
H001828,C00783,2025-08-20,電話,国内債券,成約,E032,国内債券を提案。前向きな反応。
H001829,C00783,2025-11-09,訪問,ファンドラップ,情報提供のみ,E032,ファンドラップを提案。前向きな反応。
H001830,C00783,2025-02-02,訪問,投資信託,成約,E032,投資信託を提案。前向きな反応。
H001831,C00784,2026-03-21,メール,相続コンサル,見送り,E033,相続コンサルを提案。反応は限定的。
H001832,C00785,2024-10-09,来店,外貨預金,情報提供のみ,E041,外貨預金を提案。前向きな反応。
H001833,C00785,2024-01-31,オンライン面談,相続コンサル,情報提供のみ,E041,相続コンサルを提案。前向きな反応。
H001834,C00785,2024-07-31,訪問,国内債券,情報提供のみ,E041,国内債券を提案。前向きな反応。
H001835,C00786,2025-02-07,来店,相続コンサル,成約,E068,相続コンサルを提案。前向きな反応。
H001836,C00786,2024-10-13,オンライン面談,外国債券,検討中,E068,外国債券を提案。前向きな反応。
H001837,C00787,2025-04-21,電話,一時払い保険,検討中,E034,一時払い保険を提案。前向きな反応。
H001838,C00787,2024-05-26,電話,投資信託,情報提供のみ,E034,投資信託を提案。前向きな反応。
H001839,C00788,2025-08-22,訪問,NISA,成約,E074,NISAを提案。前向きな反応。
H001840,C00788,2025-02-01,メール,ファンドラップ,再訪問予定,E074,ファンドラップを提案。前向きな反応。
H001841,C00788,2025-01-07,来店,ファンドラップ,成約,E074,ファンドラップを提案。前向きな反応。
H001842,C00788,2024-10-04,電話,外国債券,情報提供のみ,E074,外国債券を提案。前向きな反応。
H001843,C00788,2024-11-29,メール,一時払い保険,成約,E074,一時払い保険を提案。前向きな反応。
H001844,C00790,2026-08-04,来店,外貨預金,見送り,E069,外貨預金を提案。反応は限定的。
H001845,C00791,2025-11-27,メール,外貨預金,情報提供のみ,E013,外貨預金を提案。前向きな反応。
H001846,C00791,2025-02-22,電話,一時払い保険,情報提供のみ,E013,一時払い保険を提案。前向きな反応。
H001847,C00792,2026-01-13,メール,ファンドラップ,成約,E052,ファンドラップを提案。前向きな反応。
H001848,C00793,2026-05-24,オンライン面談,ファンドラップ,検討中,E059,ファンドラップを提案。前向きな反応。
H001849,C00793,2025-05-11,来店,一時払い保険,検討中,E059,一時払い保険を提案。前向きな反応。
H001850,C00793,2025-12-04,訪問,外貨預金,情報提供のみ,E059,外貨預金を提案。前向きな反応。
H001851,C00793,2025-07-22,電話,投資信託,見送り,E059,投資信託を提案。反応は限定的。
H001852,C00794,2026-01-15,訪問,投資信託,成約,E029,投資信託を提案。前向きな反応。
H001853,C00794,2025-10-11,電話,外貨預金,見送り,E029,外貨預金を提案。反応は限定的。
H001854,C00796,2026-02-07,来店,投資信託,成約,E079,投資信託を提案。前向きな反応。
H001855,C00797,2026-03-21,メール,国内債券,検討中,E063,国内債券を提案。前向きな反応。
H001856,C00797,2025-06-23,来店,投資信託,成約,E063,投資信託を提案。前向きな反応。
H001857,C00798,2025-01-20,オンライン面談,投資信託,見送り,E018,投資信託を提案。反応は限定的。
H001858,C00798,2024-02-29,来店,投資信託,見送り,E018,投資信託を提案。反応は限定的。
H001859,C00798,2024-09-03,電話,国内債券,見送り,E018,国内債券を提案。反応は限定的。
H001860,C00799,2025-11-30,訪問,国内債券,再訪問予定,E060,国内債券を提案。前向きな反応。
H001861,C00799,2025-06-14,電話,国内債券,検討中,E060,国内債券を提案。前向きな反応。
H001862,C00799,2025-01-04,電話,相続コンサル,検討中,E060,相続コンサルを提案。前向きな反応。
H001863,C00800,2026-02-18,オンライン面談,投資信託,成約,E068,投資信託を提案。前向きな反応。
H001864,C00800,2025-04-05,来店,国内債券,情報提供のみ,E068,国内債券を提案。前向きな反応。
H001865,C00801,2026-03-08,メール,外貨預金,検討中,E011,外貨預金を提案。前向きな反応。
H001866,C00801,2025-07-02,メール,外貨預金,成約,E011,外貨預金を提案。前向きな反応。
H001867,C00801,2025-05-01,来店,外国債券,情報提供のみ,E011,外国債券を提案。前向きな反応。
H001868,C00801,2025-04-06,来店,ファンドラップ,情報提供のみ,E011,ファンドラップを提案。前向きな反応。
H001869,C00802,2025-08-27,オンライン面談,一時払い保険,検討中,E040,一時払い保険を提案。前向きな反応。
H001870,C00802,2025-07-06,メール,国内債券,成約,E040,国内債券を提案。前向きな反応。
H001871,C00802,2024-12-06,メール,ファンドラップ,情報提供のみ,E040,ファンドラップを提案。前向きな反応。
H001872,C00802,2024-12-06,メール,国内債券,成約,E040,国内債券を提案。前向きな反応。
H001873,C00803,2025-12-20,メール,相続コンサル,検討中,E019,相続コンサルを提案。前向きな反応。
H001874,C00803,2024-12-09,オンライン面談,一時払い保険,見送り,E019,一時払い保険を提案。反応は限定的。
H001875,C00803,2025-09-30,メール,国内債券,検討中,E019,国内債券を提案。前向きな反応。
H001876,C00803,2025-11-29,訪問,投資信託,検討中,E019,投資信託を提案。前向きな反応。
H001877,C00804,2026-05-03,訪問,一時払い保険,検討中,E007,一時払い保険を提案。前向きな反応。
H001878,C00804,2025-06-08,オンライン面談,国内債券,見送り,E007,国内債券を提案。反応は限定的。
H001879,C00804,2025-09-29,訪問,相続コンサル,再訪問予定,E007,相続コンサルを提案。前向きな反応。
H001880,C00804,2025-07-28,訪問,一時払い保険,検討中,E007,一時払い保険を提案。前向きな反応。
H001881,C00805,2026-04-13,オンライン面談,外国債券,検討中,E036,外国債券を提案。前向きな反応。
H001882,C00806,2026-01-25,電話,国内債券,検討中,E039,国内債券を提案。前向きな反応。
H001883,C00806,2024-12-24,メール,NISA,見送り,E039,NISAを提案。反応は限定的。
H001884,C00806,2025-12-22,訪問,外貨預金,情報提供のみ,E039,外貨預金を提案。前向きな反応。
H001885,C00807,2025-04-25,メール,一時払い保険,成約,E039,一時払い保険を提案。前向きな反応。
H001886,C00807,2024-03-24,電話,投資信託,検討中,E039,投資信託を提案。前向きな反応。
H001887,C00808,2026-02-24,電話,外国債券,情報提供のみ,E048,外国債券を提案。前向きな反応。
H001888,C00808,2025-07-03,電話,相続コンサル,再訪問予定,E048,相続コンサルを提案。前向きな反応。
H001889,C00808,2025-07-19,オンライン面談,一時払い保険,検討中,E048,一時払い保険を提案。前向きな反応。
H001890,C00808,2026-01-20,訪問,投資信託,成約,E048,投資信託を提案。前向きな反応。
H001891,C00809,2025-11-25,訪問,外貨預金,検討中,E031,外貨預金を提案。前向きな反応。
H001892,C00810,2026-08-15,オンライン面談,相続コンサル,再訪問予定,E073,相続コンサルを提案。前向きな反応。
H001893,C00812,2024-10-14,メール,外国債券,情報提供のみ,E004,外国債券を提案。前向きな反応。
H001894,C00812,2024-10-10,メール,一時払い保険,見送り,E004,一時払い保険を提案。反応は限定的。
H001895,C00812,2023-10-14,電話,相続コンサル,情報提供のみ,E004,相続コンサルを提案。前向きな反応。
H001896,C00813,2025-06-11,来店,国内債券,情報提供のみ,E009,国内債券を提案。前向きな反応。
H001897,C00813,2024-09-28,訪問,外国債券,見送り,E009,外国債券を提案。反応は限定的。
H001898,C00814,2025-01-20,メール,ファンドラップ,検討中,E012,ファンドラップを提案。前向きな反応。
H001899,C00814,2023-12-18,オンライン面談,投資信託,成約,E012,投資信託を提案。前向きな反応。
H001900,C00814,2024-12-09,電話,国内債券,成約,E012,国内債券を提案。前向きな反応。
H001901,C00815,2025-08-16,訪問,外国債券,成約,E042,外国債券を提案。前向きな反応。
H001902,C00816,2026-03-22,メール,一時払い保険,情報提供のみ,E046,一時払い保険を提案。前向きな反応。
H001903,C00816,2026-02-24,訪問,相続コンサル,情報提供のみ,E046,相続コンサルを提案。前向きな反応。
H001904,C00816,2025-04-02,メール,相続コンサル,成約,E046,相続コンサルを提案。前向きな反応。
H001905,C00816,2025-05-10,メール,国内債券,再訪問予定,E046,国内債券を提案。前向きな反応。
H001906,C00816,2025-05-28,メール,国内債券,検討中,E046,国内債券を提案。前向きな反応。
H001907,C00817,2025-10-09,メール,NISA,再訪問予定,E073,NISAを提案。前向きな反応。
H001908,C00817,2025-03-17,メール,ファンドラップ,検討中,E073,ファンドラップを提案。前向きな反応。
H001909,C00817,2024-12-03,オンライン面談,ファンドラップ,見送り,E073,ファンドラップを提案。反応は限定的。
H001910,C00817,2025-06-11,電話,外貨預金,再訪問予定,E073,外貨預金を提案。前向きな反応。
H001911,C00817,2025-10-01,来店,NISA,成約,E073,NISAを提案。前向きな反応。
H001912,C00818,2026-06-08,メール,NISA,成約,E052,NISAを提案。前向きな反応。
H001913,C00818,2025-10-17,オンライン面談,一時払い保険,情報提供のみ,E052,一時払い保険を提案。前向きな反応。
H001914,C00819,2026-06-13,来店,国内債券,再訪問予定,E041,国内債券を提案。前向きな反応。
H001915,C00820,2025-10-02,来店,相続コンサル,成約,E066,相続コンサルを提案。前向きな反応。
H001916,C00821,2025-09-07,メール,一時払い保険,見送り,E036,一時払い保険を提案。反応は限定的。
H001917,C00821,2024-08-13,来店,NISA,見送り,E036,NISAを提案。反応は限定的。
H001918,C00821,2024-10-15,オンライン面談,国内債券,成約,E036,国内債券を提案。前向きな反応。
H001919,C00822,2026-07-29,来店,投資信託,成約,E056,投資信託を提案。前向きな反応。
H001920,C00822,2025-08-01,電話,ファンドラップ,成約,E056,ファンドラップを提案。前向きな反応。
H001921,C00823,2026-08-01,電話,ファンドラップ,検討中,E040,ファンドラップを提案。前向きな反応。
H001922,C00823,2025-10-13,電話,外貨預金,情報提供のみ,E040,外貨預金を提案。前向きな反応。
H001923,C00823,2026-02-10,オンライン面談,相続コンサル,情報提供のみ,E040,相続コンサルを提案。前向きな反応。
H001924,C00823,2026-04-19,電話,NISA,検討中,E040,NISAを提案。前向きな反応。
H001925,C00824,2025-08-17,電話,NISA,検討中,E080,NISAを提案。前向きな反応。
H001926,C00824,2025-07-03,オンライン面談,外国債券,成約,E080,外国債券を提案。前向きな反応。
H001927,C00824,2024-10-29,メール,相続コンサル,見送り,E080,相続コンサルを提案。反応は限定的。
H001928,C00824,2025-04-10,メール,一時払い保険,情報提供のみ,E080,一時払い保険を提案。前向きな反応。
H001929,C00825,2025-12-02,メール,ファンドラップ,情報提供のみ,E058,ファンドラップを提案。前向きな反応。
H001930,C00825,2024-12-20,電話,外国債券,成約,E058,外国債券を提案。前向きな反応。
H001931,C00825,2025-08-18,来店,相続コンサル,再訪問予定,E058,相続コンサルを提案。前向きな反応。
H001932,C00825,2024-12-31,メール,ファンドラップ,検討中,E058,ファンドラップを提案。前向きな反応。
H001933,C00825,2024-10-30,オンライン面談,外国債券,検討中,E058,外国債券を提案。前向きな反応。
H001934,C00826,2026-02-28,訪問,外国債券,情報提供のみ,E005,外国債券を提案。前向きな反応。
H001935,C00826,2025-06-18,電話,外貨預金,成約,E005,外貨預金を提案。前向きな反応。
H001936,C00826,2026-02-11,電話,投資信託,見送り,E005,投資信託を提案。反応は限定的。
H001937,C00826,2025-03-25,来店,国内債券,検討中,E005,国内債券を提案。前向きな反応。
H001938,C00827,2026-02-05,来店,NISA,成約,E074,NISAを提案。前向きな反応。
H001939,C00827,2026-01-24,オンライン面談,NISA,検討中,E074,NISAを提案。前向きな反応。
H001940,C00827,2025-11-24,メール,国内債券,検討中,E074,国内債券を提案。前向きな反応。
H001941,C00827,2025-03-09,電話,投資信託,情報提供のみ,E074,投資信託を提案。前向きな反応。
H001942,C00827,2025-02-14,電話,一時払い保険,検討中,E074,一時払い保険を提案。前向きな反応。
H001943,C00828,2025-09-16,電話,ファンドラップ,見送り,E065,ファンドラップを提案。反応は限定的。
H001944,C00828,2024-08-22,電話,投資信託,成約,E065,投資信託を提案。前向きな反応。
H001945,C00828,2025-08-18,来店,投資信託,見送り,E065,投資信託を提案。反応は限定的。
H001946,C00829,2025-10-17,オンライン面談,一時払い保険,成約,E053,一時払い保険を提案。前向きな反応。
H001947,C00829,2025-03-04,オンライン面談,国内債券,再訪問予定,E053,国内債券を提案。前向きな反応。
H001948,C00829,2025-05-12,オンライン面談,投資信託,成約,E053,投資信託を提案。前向きな反応。
H001949,C00829,2024-11-22,電話,NISA,再訪問予定,E053,NISAを提案。前向きな反応。
H001950,C00830,2026-07-15,訪問,外国債券,見送り,E003,外国債券を提案。反応は限定的。
H001951,C00830,2026-06-20,オンライン面談,一時払い保険,成約,E003,一時払い保険を提案。前向きな反応。
H001952,C00831,2025-02-03,電話,相続コンサル,見送り,E011,相続コンサルを提案。反応は限定的。
H001953,C00831,2024-12-20,電話,ファンドラップ,見送り,E011,ファンドラップを提案。反応は限定的。
H001954,C00832,2025-09-22,来店,国内債券,成約,E023,国内債券を提案。前向きな反応。
H001955,C00832,2025-07-14,メール,国内債券,検討中,E023,国内債券を提案。前向きな反応。
H001956,C00832,2024-08-29,オンライン面談,外貨預金,再訪問予定,E023,外貨預金を提案。前向きな反応。
H001957,C00832,2024-09-30,訪問,相続コンサル,情報提供のみ,E023,相続コンサルを提案。前向きな反応。
H001958,C00833,2025-08-15,電話,国内債券,情報提供のみ,E051,国内債券を提案。前向きな反応。
H001959,C00833,2025-07-01,来店,NISA,再訪問予定,E051,NISAを提案。前向きな反応。
H001960,C00834,2025-09-06,電話,投資信託,情報提供のみ,E009,投資信託を提案。前向きな反応。
H001961,C00835,2025-05-21,電話,相続コンサル,見送り,E011,相続コンサルを提案。反応は限定的。
H001962,C00835,2024-12-24,電話,国内債券,見送り,E011,国内債券を提案。反応は限定的。
H001963,C00836,2025-01-13,訪問,外国債券,再訪問予定,E037,外国債券を提案。前向きな反応。
H001964,C00837,2025-10-03,メール,ファンドラップ,再訪問予定,E012,ファンドラップを提案。前向きな反応。
H001965,C00837,2025-04-04,来店,国内債券,見送り,E012,国内債券を提案。反応は限定的。
H001966,C00837,2025-01-28,メール,相続コンサル,再訪問予定,E012,相続コンサルを提案。前向きな反応。
H001967,C00839,2025-05-30,メール,外国債券,見送り,E066,外国債券を提案。反応は限定的。
H001968,C00839,2024-08-26,電話,ファンドラップ,情報提供のみ,E066,ファンドラップを提案。前向きな反応。
H001969,C00840,2025-11-12,オンライン面談,NISA,成約,E044,NISAを提案。前向きな反応。
H001970,C00840,2024-11-04,メール,外国債券,検討中,E044,外国債券を提案。前向きな反応。
H001971,C00840,2025-04-21,電話,外国債券,成約,E044,外国債券を提案。前向きな反応。
H001972,C00841,2026-01-07,メール,投資信託,見送り,E060,投資信託を提案。反応は限定的。
H001973,C00841,2025-01-20,電話,相続コンサル,見送り,E060,相続コンサルを提案。反応は限定的。
H001974,C00841,2025-11-25,メール,NISA,成約,E060,NISAを提案。前向きな反応。
H001975,C00842,2025-09-23,オンライン面談,投資信託,検討中,E013,投資信託を提案。前向きな反応。
H001976,C00842,2024-11-30,オンライン面談,一時払い保険,再訪問予定,E013,一時払い保険を提案。前向きな反応。
H001977,C00842,2024-12-08,オンライン面談,国内債券,成約,E013,国内債券を提案。前向きな反応。
H001978,C00842,2025-04-02,オンライン面談,相続コンサル,検討中,E013,相続コンサルを提案。前向きな反応。
H001979,C00843,2026-01-07,訪問,相続コンサル,検討中,E073,相続コンサルを提案。前向きな反応。
H001980,C00845,2024-10-20,オンライン面談,NISA,情報提供のみ,E029,NISAを提案。前向きな反応。
H001981,C00846,2026-08-05,訪問,投資信託,情報提供のみ,E051,投資信託を提案。前向きな反応。
H001982,C00846,2025-08-07,訪問,国内債券,再訪問予定,E051,国内債券を提案。前向きな反応。
H001983,C00846,2026-06-11,メール,NISA,検討中,E051,NISAを提案。前向きな反応。
H001984,C00846,2025-10-11,電話,国内債券,情報提供のみ,E051,国内債券を提案。前向きな反応。
H001985,C00847,2025-04-03,訪問,ファンドラップ,見送り,E072,ファンドラップを提案。反応は限定的。
H001986,C00848,2025-05-02,オンライン面談,相続コンサル,成約,E035,相続コンサルを提案。前向きな反応。
H001987,C00850,2026-01-10,来店,投資信託,情報提供のみ,E016,投資信託を提案。前向きな反応。
H001988,C00850,2025-07-10,来店,投資信託,再訪問予定,E016,投資信託を提案。前向きな反応。
H001989,C00850,2025-10-08,訪問,外貨預金,見送り,E016,外貨預金を提案。反応は限定的。
H001990,C00850,2025-02-18,電話,相続コンサル,見送り,E016,相続コンサルを提案。反応は限定的。
H001991,C00851,2025-08-05,メール,投資信託,見送り,E041,投資信託を提案。反応は限定的。
H001992,C00851,2024-09-11,来店,外国債券,見送り,E041,外国債券を提案。反応は限定的。
H001993,C00854,2025-08-09,来店,国内債券,見送り,E007,国内債券を提案。反応は限定的。
H001994,C00855,2025-10-01,来店,相続コンサル,検討中,E056,相続コンサルを提案。前向きな反応。
H001995,C00855,2024-12-13,来店,ファンドラップ,見送り,E056,ファンドラップを提案。反応は限定的。
H001996,C00855,2024-11-28,訪問,外国債券,情報提供のみ,E056,外国債券を提案。前向きな反応。
H001997,C00856,2026-04-23,電話,ファンドラップ,見送り,E028,ファンドラップを提案。反応は限定的。
H001998,C00858,2026-08-09,メール,外国債券,情報提供のみ,E014,外国債券を提案。前向きな反応。
H001999,C00858,2026-08-03,メール,一時払い保険,成約,E014,一時払い保険を提案。前向きな反応。
H002000,C00858,2026-06-01,訪問,外国債券,情報提供のみ,E014,外国債券を提案。前向きな反応。
H002001,C00858,2025-09-10,メール,外国債券,検討中,E014,外国債券を提案。前向きな反応。
H002002,C00859,2025-12-29,訪問,一時払い保険,検討中,E032,一時払い保険を提案。前向きな反応。
H002003,C00859,2024-12-18,訪問,投資信託,再訪問予定,E032,投資信託を提案。前向きな反応。
H002004,C00859,2025-07-15,メール,国内債券,再訪問予定,E032,国内債券を提案。前向きな反応。
H002005,C00859,2024-12-04,訪問,外貨預金,検討中,E032,外貨預金を提案。前向きな反応。
H002006,C00860,2025-10-16,訪問,ファンドラップ,再訪問予定,E003,ファンドラップを提案。前向きな反応。
H002007,C00860,2025-02-05,訪問,投資信託,再訪問予定,E003,投資信託を提案。前向きな反応。
H002008,C00860,2025-01-12,メール,一時払い保険,検討中,E003,一時払い保険を提案。前向きな反応。
H002009,C00860,2025-05-14,訪問,NISA,成約,E003,NISAを提案。前向きな反応。
H002010,C00860,2025-04-30,来店,外貨預金,検討中,E003,外貨預金を提案。前向きな反応。
H002011,C00861,2025-11-09,オンライン面談,ファンドラップ,検討中,E045,ファンドラップを提案。前向きな反応。
H002012,C00861,2025-02-19,電話,外貨預金,見送り,E045,外貨預金を提案。反応は限定的。
H002013,C00861,2025-06-11,オンライン面談,一時払い保険,見送り,E045,一時払い保険を提案。反応は限定的。
H002014,C00862,2025-03-01,オンライン面談,ファンドラップ,見送り,E038,ファンドラップを提案。反応は限定的。
H002015,C00862,2024-07-31,メール,一時払い保険,見送り,E038,一時払い保険を提案。反応は限定的。
H002016,C00863,2026-03-17,オンライン面談,NISA,成約,E053,NISAを提案。前向きな反応。
H002017,C00863,2026-03-02,メール,相続コンサル,検討中,E053,相続コンサルを提案。前向きな反応。
H002018,C00863,2025-07-19,来店,外貨預金,成約,E053,外貨預金を提案。前向きな反応。
H002019,C00864,2025-07-05,オンライン面談,一時払い保険,見送り,E076,一時払い保険を提案。反応は限定的。
H002020,C00864,2024-08-07,訪問,外貨預金,検討中,E076,外貨預金を提案。前向きな反応。
H002021,C00864,2024-06-27,メール,NISA,情報提供のみ,E076,NISAを提案。前向きな反応。
H002022,C00866,2025-01-05,訪問,NISA,情報提供のみ,E034,NISAを提案。前向きな反応。
H002023,C00867,2025-08-13,来店,外国債券,見送り,E065,外国債券を提案。反応は限定的。
H002024,C00867,2025-01-20,メール,外国債券,再訪問予定,E065,外国債券を提案。前向きな反応。
H002025,C00869,2025-10-22,訪問,外国債券,情報提供のみ,E001,外国債券を提案。前向きな反応。
H002026,C00869,2024-09-29,オンライン面談,一時払い保険,見送り,E001,一時払い保険を提案。反応は限定的。
H002027,C00870,2025-12-21,メール,一時払い保険,情報提供のみ,E063,一時払い保険を提案。前向きな反応。
H002028,C00870,2025-04-15,電話,NISA,検討中,E063,NISAを提案。前向きな反応。
H002029,C00870,2025-06-28,来店,一時払い保険,見送り,E063,一時払い保険を提案。反応は限定的。
H002030,C00870,2025-12-07,来店,ファンドラップ,成約,E063,ファンドラップを提案。前向きな反応。
H002031,C00870,2025-03-10,訪問,国内債券,検討中,E063,国内債券を提案。前向きな反応。
H002032,C00871,2026-06-11,来店,外貨預金,情報提供のみ,E004,外貨預金を提案。前向きな反応。
H002033,C00871,2026-05-31,電話,国内債券,検討中,E004,国内債券を提案。前向きな反応。
H002034,C00871,2025-12-18,電話,国内債券,成約,E004,国内債券を提案。前向きな反応。
H002035,C00871,2025-10-17,オンライン面談,外貨預金,再訪問予定,E004,外貨預金を提案。前向きな反応。
H002036,C00871,2025-06-25,電話,一時払い保険,再訪問予定,E004,一時払い保険を提案。前向きな反応。
H002037,C00872,2024-11-17,訪問,一時払い保険,成約,E035,一時払い保険を提案。前向きな反応。
H002038,C00872,2023-11-14,来店,国内債券,検討中,E035,国内債券を提案。前向きな反応。
H002039,C00872,2023-12-17,訪問,投資信託,見送り,E035,投資信託を提案。反応は限定的。
H002040,C00873,2026-01-24,訪問,外国債券,情報提供のみ,E063,外国債券を提案。前向きな反応。
